id,title,title_alt,school_year,program,category,division,composer,arranger,publisher,score_name,performance_note,purchase_note,source_url,source_label,publisher_url,verification_status,last_verified_at,tags,notes
hist-ens-101-170,花,,101,口琴合奏,口琴合奏,國小團體組,瀧廉太郎,蕭莉君,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-171,布穀鳥之歌,,101,口琴合奏,口琴合奏,國中團體組,波普,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-172,永恆的維也納,,101,口琴合奏,口琴合奏,國中團體組,J. Schrammel,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-173,維也納進行曲,,101,口琴合奏,口琴合奏,國中團體組,C. Czerny,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-174,舊友進行曲,,101,口琴合奏,口琴合奏,高中職團體組,K. Teike,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS備註：不反覆
hist-ens-101-175,夢的探戈,,101,口琴合奏,口琴合奏,高中職團體組,E. V. Malderen,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS備註：照譜反覆
hist-ens-101-176,拉克琪進行曲 (Rakoczy March),Rakoczy March,101,口琴合奏,口琴合奏,高中職團體組,H. Berlioz,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-177,我的太陽,,101,口琴合奏,口琴合奏,大專團體組,E. d. Capua,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-178,白牡丹,,101,口琴合奏,口琴合奏,大專團體組,陳達儒,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-101-179,邀舞 (Invitation to the dance),Invitation to the dance,101,口琴合奏,口琴合奏,大專團體組,C. M. v. Weber,陳鴻儀 陳瑤容,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-180,夕陽西沉,,102,口琴合奏,口琴合奏,國小團體組,西洋名曲,沈友樵,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-181,月光是魔術Magic Is The Moonlight,,102,口琴合奏,口琴合奏,國小團體組,M. Grever,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-182,在銀色月光下,,102,口琴合奏,口琴合奏,國小團體組,新疆民謠,劉志明,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-183,拿波里之歌(選自「天鵝湖」),選自「天鵝湖」,102,口琴合奏,口琴合奏,國中團體組,柴可夫斯基,蕭莉君,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-184,森林中的水車,,102,口琴合奏,口琴合奏,國中團體組,艾倫貝格,盧怡臻,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-185,麗谷列都 Rigolletto,,102,口琴合奏,口琴合奏,國中團體組,Verdi,劉金山,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-186,Romanian Folk Dances,,102,口琴合奏,口琴合奏,高中職團體組,B. Bartok,鍾育喬,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-187,西班牙小夜曲,,102,口琴合奏,口琴合奏,高中職團體組,G. Bizet,吳常熙,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-188,賴烈基進行曲,,102,口琴合奏,口琴合奏,高中職團體組,J. Strauss,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-189,黑娃娃步態舞,,102,口琴合奏,口琴合奏,大專團體組,C. Debussy,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-190,雷神進行曲,,102,口琴合奏,口琴合奏,大專團體組,J. P. Sousa,吳常熙,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-102-191,鳳陽花鼓,,102,口琴合奏,口琴合奏,大專團體組,中國安徽民謠,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-103-192,白髮吟,,103,口琴合奏,口琴合奏,國小團體組,H. P. Danks,吳常熙,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS備註：照譜反覆
hist-ens-103-193,丟丟銅,,103,口琴合奏,口琴合奏,國小團體組,台灣民謠,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-194,憶兒時,,103,口琴合奏,口琴合奏,國小團體組,W.S. Hays,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-195,茉莉花,,103,口琴合奏,口琴合奏,國中團體組,江蘇民謠,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-196,旅愁(送別),送別,103,口琴合奏,口琴合奏,國中團體組,J.P. Ordway,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-197,Rakoczy March,,103,口琴合奏,口琴合奏,國中團體組,H. Berlioz,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-198,天黑黑會下雨,,103,口琴合奏,口琴合奏,高中職團體組,台灣民謠,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-199,桂河大橋,,103,口琴合奏,口琴合奏,高中職團體組,K. J. Alford,陳鴻儀,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-200,Long Long Ago 變奏曲,,103,口琴合奏,口琴合奏,高中職團體組,T.H. Bayly,廖訓禎,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-201,吉格舞曲,,103,口琴合奏,口琴合奏,大專團體組,G. Holst,Judy,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-103-202,安妮特拉舞曲,,103,口琴合奏,口琴合奏,大專團體組,Grieg,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-103-203,採珠人之戀,,103,口琴合奏,口琴合奏,大專團體組,Bizet,盧鴻麟,,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,XLS出版社欄：限定版本
hist-ens-104-204,One Day When We were Young,,104,口琴合奏,口琴合奏,國小團體組,J.Strauss,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-205,口琴進行曲,,104,口琴合奏,口琴合奏,國小團體組,陳鴻儀,,103年7月21日編,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-206,花戒指,,104,口琴合奏,口琴合奏,國小團體組,韓國民謠,劉志明,高雄市口琴協會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-207,Jamaica Farewell,,104,口琴合奏,口琴合奏,國中團體組,L. Burgess,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-208,OBLADI OBLADA SUITE,,104,口琴合奏,口琴合奏,國中團體組,Paul Mccartney等,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-209,小組曲選自(莫札特旋律),莫札特旋律,104,口琴合奏,口琴合奏,國中團體組,莫札特,吳常熙,口琴雜誌社,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-210,稻草裡的火雞,,104,口琴合奏,口琴合奏,高中職團體組,美國民謠,廖訓禎,103年1月29日編,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-211,青春舞曲,,104,口琴合奏,口琴合奏,高中職團體組,新疆維吾爾族民謠,廖訓禎,103年1月25日編,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-212,莫札特歌劇選粹,,104,口琴合奏,口琴合奏,高中職團體組,莫札特,吳常熙,口琴雜誌社,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-213,挪威舞曲,,104,口琴合奏,口琴合奏,大專團體組,E. H. Grieg,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-214,阿里山之歌,,104,口琴合奏,口琴合奏,大專團體組,台灣鄒族民謠,廖訓禎,102年3月18日編 10月26日修,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-104-215,口琴嬉遊曲第一樂章進行曲,,104,口琴合奏,口琴合奏,大專團體組,陳晟禕,陳晟禕,狂響口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-216,西風的話,,105,口琴合奏,口琴合奏,國小團體組,黃自,廖訓禎,台灣口琴藝術促進會2013年12月29日編,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-217,水舞（Mayim Mayim）,Mayim Mayim,105,口琴合奏,口琴合奏,國小團體組,以色列民謠,廖訓禎,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-218,口琴圓舞曲,,105,口琴合奏,口琴合奏,國小團體組,盧鴻麟,蕭莉君,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-219,Memory (Tango),Tango,105,口琴合奏,口琴合奏,國中團體組,A.L.Webber,陳鴻儀、陳瑤容合編,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-220,Port-Au-Prince(海地太子港),海地太子港,105,口琴合奏,口琴合奏,國中團體組,B.Wayne,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-221,在銀色月光下,,105,口琴合奏,口琴合奏,高中職團體組,新疆塔塔爾民謠,廖訓禎,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-222,甜蜜的家庭變奏曲,,105,口琴合奏,口琴合奏,高中職團體組,Henry Rowley Bishop作曲,廖訓禎,台灣口琴藝術促進會2013年03月27日編 10月24日修,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-223,Blue Sky Tango(碧藍天),碧藍天,105,口琴合奏,口琴合奏,高中職團體組,探戈名曲,陳鴻儀,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-224,Romanian Folk Dances,,105,口琴合奏,口琴合奏,大專團體組,B. Bartok,鍾育喬,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-225,小小世界,,105,口琴合奏,口琴合奏,大專團體組,世界名曲,廖訓禎,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-105-226,蘇州河邊,,105,口琴合奏,口琴合奏,大專團體組,陳歌辛,廖訓禎,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-227,Proud of You,,106,口琴合奏,口琴合奏,國小團體組,陳光榮,盧怡臻,Judy's 口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-228,God Rest Ye Merry Gentlemen(天賜歡樂),天賜歡樂,106,口琴合奏,口琴合奏,國小團體組,蘇格蘭民謠,劉志明,高雄市口琴協會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-229,匈牙利舞曲》第三號,,106,口琴合奏,口琴合奏,國小團體組,布拉姆斯,莊孟達,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-230,Dayung Sampan(甜蜜蜜),甜蜜蜜,106,口琴合奏,口琴合奏,國中團體組,印尼民歌,劉志明,高雄市口琴協會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-231,熱情的夜蘭花,,106,口琴合奏,口琴合奏,國中團體組,郭芝苑,姚舜凡,丸玩琴音樂,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-232,"〈榮耀歸於埃及〉,選自歌劇《阿依達》",,106,口琴合奏,口琴合奏,國中團體組,威爾第,黃靖雯,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-233,美國巡邏兵,,106,口琴合奏,口琴合奏,高中職團體組,Meacham,盧鴻麟,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-234,Mignon,,106,口琴合奏,口琴合奏,高中職團體組,A.Thomas,姚舜凡,丸玩琴音樂,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-235,Invitation (邀舞),邀舞,106,口琴合奏,口琴合奏,高中職團體組,C. M. Weber,陳鴻儀/陳瑤,台灣口琴藝術促進會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-236,The Nutcracker Suite Op.71B(蘆笛之舞),蘆笛之舞,106,口琴合奏,口琴合奏,大專團體組,Tchaikovsky,劉志明,高雄市口琴協會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-237,哈利路亞,,106,口琴合奏,口琴合奏,大專團體組,韓德爾,姚舜凡,丸玩琴音樂,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-106-238,"〈熊熊烈火〉,選自歌劇《遊唱詩人》",,106,口琴合奏,口琴合奏,大專團體組,威爾第,黃靖雯,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-239,花之圓舞曲,,107,口琴合奏,口琴合奏,國小團體組,P.I.Tchaikovsky,盧怡臻,盧怡臻編曲,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-240,讓愛發光,,107,口琴合奏,口琴合奏,國小團體組,久石讓,陳晟禕,狂響口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-241,小錫兵的行進,,107,口琴合奏,口琴合奏,國小團體組,G.Pierne,陳鴻儀,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-242,送別,,107,口琴合奏,口琴合奏,國中團體組,John P. Ordway,陳瑤容,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-243,K525第二樂章選段,,107,口琴合奏,口琴合奏,國中團體組,W.A.Mozart,盧怡臻,盧怡臻編曲,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-244,"鬥牛士之歌-選自歌劇《卡門》Chanson du Torador, from ""Carmen""",,107,口琴合奏,口琴合奏,國中團體組,喬治比才George Bizet,莊孟達,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-245,海之歌 Sea Songs（C調）,C調,107,口琴合奏,口琴合奏,高中職團體組,Ralph Vaughan Williams,黃靖雯,博凱愛樂口琴交響樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-246,小矮人之舞Zwergentaunz,,107,口琴合奏,口琴合奏,高中職團體組,Bellasioni & Johann Ortner,狂響阿E,狂響口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-247,Liebesleid(愛之悲),愛之悲,107,口琴合奏,口琴合奏,高中職團體組,Fritz Kreisler,陳瑤容,獨特音樂（The Duet）工作室,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-248,小天鵝之舞,,107,口琴合奏,口琴合奏,大專團體組,P.I.Tchaikovsky,盧鴻麟,台北市黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-249,Scarborough Fair(斯卡伯羅市集),斯卡伯羅市集,107,口琴合奏,口琴合奏,大專團體組,英格蘭民謠,劉志明,高雄市口琴協會,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-107-250,野花Wild Flowers,,107,口琴合奏,口琴合奏,大專團體組,James Moody,陳晟禕,狂響口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-251,望春風,,108,口琴合奏,口琴合奏,國小團體組,鄧雨賢,花影樂團,花影樂團編曲,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-252,世界的約束,,108,口琴合奏,口琴合奏,國小團體組,木村弓,蕭莉君,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-253,紅河谷,,108,口琴合奏,口琴合奏,國小團體組,加拿大民謠,廖訓禎,台灣口琴藝術促進會(2017年12月15日版),,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-254,藍色探戈,,108,口琴合奏,口琴合奏,國中團體組,L. Anderson,陳鴻儀,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-255,"Music for the Royal Fireworks, HWV 351",,108,口琴合奏,口琴合奏,國中團體組,G. F. Handel,蔡明勳,獨特音樂（The Duet）,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
hist-ens-108-256,月亮之河,,108,口琴合奏,口琴合奏,國中團體組,亨利曼西尼/盧鴻麟,蕭莉君,台北黃石口琴樂團,,,,https://web.arte.gov.tw/music/upfile/history/團體/口琴合奏.xls,官方歷年指定曲目 XLS：口琴合奏,,official-xls,2026-07-03,團體/合奏/歷年指定曲,
