public_id,name,name_en,type,country,region,focus,instruments,role,fb_url,ig_url,youtube_url,x_url,threads_url,tiktok_url,website_url,opentix_query,keywords
123,王元懋,Yuanmao Wang,個人,中國,中國,半音階獨奏/首屆華夏公開組冠軍/2023 SIHF 半音階公開組與全場總冠軍/影視配樂《野豬》《繁花》/個人獨奏音樂會/WHF 2025,半音階口琴,國際演出人員/影視錄音樂手/JDR 藝人,,,https://www.youtube.com/@YuanmaoWang,,,,https://www.jdrharmonica.com/pages/yuanmao-wang-%E7%8E%8B%E5%85%83%E6%87%8B,,王元懋 Yuanmao Wang harmonica SIHF WHF JDR 繁花 野豬
124,Ausgelassen x Wesley Wong,Ausgelassen x Wesley Wong,團體/合作企劃,香港,香港,香港柏赫口琴四重奏/古典與現代融合/本地與國際推廣,口琴重奏,國際演出團體,https://www.facebook.com/ausgelassen.art.academy/,,https://www.youtube.com/@Ausgelassen,,,,,,Ausgelassen Wesley Wong 黃志榮 harmonica SIHF
125,Jens Bunge,Jens Bunge,個人,德國,德國,德國爵士口琴/半音階演奏/國際演出與錄音,半音階/爵士口琴,國際演出人員,,https://www.instagram.com/jensbunge.jazzharmonica/,https://www.youtube.com/@jensbunge,,,,https://hohner.de/en/jens-bunge,,Jens Bunge jazz harmonica SIHF
126,Korea Harmonica Orchestra,Korea Harmonica Orchestra,團體,韓國,韓國,韓國口琴教育協會所屬大型口琴樂團/口琴普及教育/定期演奏與文化交流,半音階口琴/複音口琴/和弦口琴/低音口琴,協會所屬演出團體/教育推廣與大型合奏,,,,,,,https://koreaharmonica.kr/orchestra,,Korea Harmonica Orchestra KHO 한국하모니카교육협회 harmonica education orchestra SIHF
127,Reyharp and Balawan Project,Reyharp and Balawan Project,團體/合作企劃,印尼,印尼,Reyharp Naufal與Balawan合作/跨界融合/口琴與吉他,口琴/跨界,國際演出團體,https://www.facebook.com/reyharp/,https://www.instagram.com/reyharpnaufal/,https://www.youtube.com/@reyharpnaufal5101,,,,,,Reyharp Balawan Project Reyharp Naufal harmonica SIHF
128,龍登杰,Long Deng Jie,個人,中國,中國/廣東/廣州,爵士口琴/十孔與半音階/原創音樂/影視配樂/APHF 與 SIHF 評審/星海音樂學院教學,十孔口琴/半音階口琴,國際演出人員/作曲與錄音樂手/教師/HOHNER 藝人,https://www.facebook.com/long.deng.jie/,https://www.instagram.com/long.deng.jie/,,,,,https://hohner.de/en/long-deng-jie,,龍登杰 Long Deng Jie harmonica jazz Hohner APHF SIHF 星海音樂學院
129,Kangsoo Lee 이강수,Kangsoo Lee,個人,韓國,韓國/首爾,韓國口琴演奏與教育/韓國口琴教育協會/HOHNER韓國官方維修技師/國際交流與首爾口琴活動,口琴/口琴維修與調音,國際演出人員/口琴教育者/HOHNER認證技師,https://www.facebook.com/kangsoo.lee.9,,,,,,https://hohner.de/en/service/harmonica/hohner-service-technicians,,Kangsoo Lee 이강수 harmonica SIHF Korea Harmonica Education Association HOHNER official technician Seoul
130,香港口琴協會 Hong Kong Harmonica Association,Hong Kong Harmonica Association,協會/團體,香港,香港,香港口琴協會/官方頻道/教育推廣/國際賽事與交流,口琴,國際演出團體/協會來源,https://www.facebook.com/hkharmonica,https://www.instagram.com/hkharmonica/,https://www.youtube.com/@hkharmonica,,,,https://www.hkharmonica.org/,,Hong Kong Harmonica Association Orchestra HKHA 香港口琴協會 SIHF
131,Breathe with the Harmonica,Breathe with the Harmonica,活動企劃,香港,香港,香港口琴協會古典/藍調/爵士系列演出企劃/國際交流,口琴,國際活動來源,,,,,,,https://www.hkharmonica.org/en/about-us/,,Breathe with the Harmonica Hong Kong Harmonica Association SIHF
132,Antonio Serrano,Antonio Serrano,個人,西班牙,西班牙,馬德里出生/古典藍調爵士流行/與Paco de Lucia合作/WHF 2025,半音階/十孔,國際演出人員,https://www.facebook.com/antonioserranoarmonica/,https://www.instagram.com/antonioserranoarmonica/,https://www.youtube.com/@antonioserranoofficial,,,,https://www.hohner.de/en/antonio-serrano,,Antonio Serrano harmonica SIHF WHF 2025
133,Indiara Sfair,Indiara Sfair,個人,巴西,巴西,Curitiba出身/藍調口琴/Milk'n'Blues/作曲,十孔,國際演出人員/作曲者,https://www.facebook.com/IndiaraSfair/,https://www.instagram.com/indiarasfair/,https://www.youtube.com/@indiarasfair,,,,https://www.hohner.de/en/indiara-sfair,,Indiara Sfair harmonica SIHF
134,Crossover Harmonica Ensemble,Crossover Harmonica Ensemble,團體,韓國,韓國,韓國跨界口琴重奏/國際交流/SIHF 2018,口琴重奏,國際演出團體,,,,,,,https://thefestival.co.kr/info/festival/7338,,Crossover Harmonica Ensemble Korea SIHF
135,黃啟書 Openbook Huang,Openbook Huang,個人,臺灣,臺灣/新竹,倍低音與半音階口琴/天狼星口琴樂團音樂總監與首席/編曲/大專聯合口琴營師資/多所中小學與大專口琴社指導/SIHF 2018,倍低音口琴/半音階口琴/口琴重奏,國際演出人員/音樂總監與首席/編曲者/口琴教師,,,,,,,https://mx.nthu.edu.tw/~ymchen/sirius/openbook.htm,,黃啟書 Openbook Huang Chishu Chi-Shu Huang harmonica Sirius 倍低音 天狼星 SIHF
136,Project X,Project X,團體/合作企劃,國際,國際,口琴合作企劃/跨團重奏/SIHF 2018,口琴,國際演出團體,,,,,,,https://thefestival.co.kr/info/festival/7338,,Project X harmonica SIHF
137,Veloz Harmonica Quartet,Veloz Harmonica Quartet,團體,香港,香港,2010成立/King's College培育/本地國際舞台/觀眾互動,口琴四重奏,國際演出團體,https://www.facebook.com/velozharmonica/,https://www.instagram.com/velozharmonica/,https://www.youtube.com/@VelozHarmonica,,,,,,Veloz Harmonica Quartet Veloz Harmonica Ensemble SIHF
138,Keith Dunn,Keith Dunn,個人,美國,美國/荷蘭/歐洲,波士頓出身並旅居荷蘭的藍調口琴家、歌手與製作人/原聲與電聲藍調/Trance Blues/Alone With The Blues與Walter Davis致敬企劃/歐洲巡演,十孔口琴/藍調口琴/歌唱,國際演出人員/歌手/詞曲作者/唱片製作人,https://www.facebook.com/keithdunnband/,,https://www.youtube.com/@keithdunnband,,,,https://www.keithdunn.com/,,Keith Dunn Band Boston Netherlands blues harmonica singer producer songwriter Trance Blues Alone With The Blues SIHF
139,Lee Oskar,Lee Oskar,個人/品牌,丹麥,美國,War樂團成員/Lee Oskar Harmonicas創辦人/藍調搖滾與口琴品牌,十孔/藍調口琴,國際演出人員/品牌創辦人,https://www.facebook.com/LeeOskarHarmonicas/,https://www.instagram.com/leeoskarharmonicas/,https://www.youtube.com/@leeoskarharmonicas,,,https://www.tiktok.com/@leeoskarharmonicas,https://leeoskar.com/,,Lee Oskar harmonica SIHF
140,Gregoire Maret,Gregoire Maret,個人,瑞士,美國,紐約發展/Grammy得主/現代爵士半音階/作曲,半音階,國際演出人員/作曲者,https://www.facebook.com/gregoiremaret1/,https://www.instagram.com/gregoiremaret/,https://www.youtube.com/@GregoireMaret,,,,https://www.gregoiremaret.com/,,Gregoire Maret Grégoire Maret harmonica SIHF
141,陳軍凱 Kif Valentine,Kif Valentine,個人,馬來西亞,馬來西亞/吉隆坡,馬來西亞首位且最年輕的國際口琴三料冠軍/馬來西亞紀錄大全持有人/創作型口琴藝人與全職音樂人/2014首張口琴EP《Circle》/口琴、鋼琴、薩克斯風、打擊、長笛與嗩吶等多樂器跨界,十孔口琴/半音階口琴/複音口琴/低音口琴/多樂器,國際演出人員/世界冠軍口琴家/詞曲創作與製作人,https://www.facebook.com/kif768/,https://www.instagram.com/kif768/,https://www.youtube.com/@kif768,,,,https://yuhua100.com.my/anniversary/ambassador/,,陳軍凱 陈军凯 Kif Valentine Malaysia harmonica international triple champion Malaysia Book of Records Circle EP multi-instrument SIHF
142,Howard Levy,Howard Levy,個人,美國,美國,Grammy得獎/口琴與鋼琴/作曲教育/跨界即興,半音階/十孔/鋼琴,國際演出人員/作曲者/教育者,https://www.facebook.com/HowardLevyFanPage/,https://www.instagram.com/howardlevyland/,https://www.youtube.com/channel/UC86aeG8s---NPzmFuJ_CyXw,,,,https://levyland.com/,,Howard Levy harmonica SIHF
143,Brendan Power,Brendan Power,個人,紐西蘭,英國,口琴演奏與教學/客製口琴設計/半音階與十孔技術,十孔/半音階,國際演出人員/教育者/製作者,https://www.facebook.com/BrendanPowerMusic,,https://www.youtube.com/user/BrendanPowerMusic,,,,https://brendan-power.com/,,Brendan Power harmonica SIHF
144,La Mixtura,La Mixtura,團體/合作企劃,德國,德國,德國口琴六重奏/國際比賽與交流,口琴重奏,國際演出團體,,,,,,,https://monja-heuler.de/ueber-mich/biografie/,,La Mixtura Mundharmonika Sextett Germany harmonica SIHF
145,Joe Marhofer / The Headcutters,Joe Marhofer,個人,巴西,巴西/聖卡塔琳娜州,傳統 Chicago blues/The Headcutters/口琴/主唱/創團,十孔口琴,國際演出人員/樂團創辦人,,https://www.instagram.com/theheadcutters/,,,,,https://www.theheadcutters.com/,,Joe Marhofer The Headcutters Brazil harmonica blues SIHF
146,World Harmonica Festival,World Harmonica Festival,國際活動/資訊入口,德國,德國/特羅辛根,四年一度世界口琴節/國際比賽/Gala/工作坊,口琴,國際活動來源,https://www.facebook.com/WorldHarmonicaFestival/,https://www.instagram.com/whf_world_harmonica_festival/,,,,,https://worldharmonicafestival.de/,,World Harmonica Festival WHF Trossingen Hohner harmonica
147,Yoonseok Lee,Yoonseok Lee,個人,韓國,韓國,WHF 2025/半音階/國際比賽/教育與演出,半音階,國際演出人員/教育者,https://www.facebook.com/yoonseokhca/,https://www.instagram.com/yoonseoklee_harmonica/,https://www.youtube.com/c/YoonseokLee_HARMONICA,,,,https://linktr.ee/yoonseokl,,Yoonseok Lee yoonseokhca harmonica WHF 2025
148,Hank Shreve,Hank Shreve,個人,美國,美國,WHF 2025/藍調口琴/高能量原創藍調樂團,十孔/藍調口琴,國際演出人員,https://www.facebook.com/HankShreveBand/,https://www.instagram.com/hankshreve/,,,,,https://hankshreveband.com/,,Hank Shreve Hank Shreve Band hankshreve harmonica WHF 2025
149,Liam Ward & Malcolm Thorne,Liam Ward & Malcolm Thorne,團體/合作企劃,英國,英國,WHF 2025/藍調口琴/吉他合作/教學,十孔/藍調口琴/吉他,國際演出團體/教育者,https://www.facebook.com/learntheharmonica/,https://www.instagram.com/liamwardmusic/,https://www.youtube.com/@learntheharmonica,,,,https://learntheharmonica.com/,,Liam Ward Malcolm Thorne LearnTheHarmonica liamwardmusic harmonica WHF 2025
150,Tian Long Li,Tian Long Li,個人,中國,中國/江西/南昌,爵士/藍調/世界音樂與流行跨界/WHF 2025/HOHNER Conservatory 教學,十孔口琴/半音階口琴,國際演出人員/HOHNER Conservatory 爵士與合奏教師,,,,,,,https://worldharmonicafestival.de/artist-profile-tian-long-li/,,Tian Long Li Li Tian Long 李天龍 Jazzboy harmonica jazz blues WHF 2025 HOHNER Conservatory 南昌
151,Rachelle Plas & Philippe Hervouet,Rachelle Plas & Philippe Hervouet,團體/合作企劃,法國,法國,WHF 2025/藍調口琴/吉他與歌唱/Golden Melody ambassador,十孔/藍調口琴/吉他/人聲,國際演出團體,https://www.facebook.com/plashervouetband/,https://www.instagram.com/plashervouetband/,,,,,http://www.plashervouetband.com/,,Rachelle Plas Philippe Hervouet Plas Hervouet Band harmonica WHF 2025
152,The LiveWires,The LiveWires,團體,國際,德國/英國,WHF 2025/藍調樂團/Steve Baker合作,十孔/藍調口琴/吉他/樂團,國際演出團體,,,,,,,https://www.stevebaker.de/steve_baker_the_livewires_en_641.html,,The LiveWires Steve Baker Jan Mohr Jeff Walker harmonica WHF 2025
153,Santiago Alvarez,Santiago Alvarez,個人,阿根廷,阿根廷,WHF 2025/半音階口琴/世界冠軍/演出與教學,半音階,國際演出人員/教育者,https://www.facebook.com/santialvarezarmonica/,https://www.instagram.com/santi.alvarez.armonica/,https://www.youtube.com/channel/UCj06r7zxcQqFS26fy7n0jZw,,,,https://worldharmonicafestival.de/artist-profile-santiago-alvarez/,,Santiago Alvarez Santiago Alvarez Armonica harmonica WHF 2025
154,Orchestra Hohnerklang,Orchester Hohnerklang,團體,德國,德國/特羅辛根,WHF 2025開幕/HOHNER orchestral harmonica tradition/大型合奏,口琴合奏,國際演出團體,https://www.facebook.com/hohnerklang,https://www.instagram.com/hohnerklang,https://www.youtube.com/hohnerklang,,,,https://hohnerklang.de/,,Orchester Hohnerklang Orchestra Hohnerklang harmonica WHF 2025
155,Ptaszek & Buzma,Ptaszek & Buzma,團體/合作企劃,捷克,捷克,WHF 2025開幕/Blues and Gospel/口琴與吉他,十孔/藍調口琴/吉他/人聲,國際演出團體,https://www.facebook.com/100075740116023/,,,,,,https://worldharmonicafestival.de/artist-profile-ptaszek-and-buzma/,,Ptaszek Buzma Ptaszek Bužma Blues And Gospel harmonica WHF 2025
156,Sigmund Groven,Sigmund Groven,個人,挪威,挪威,WHF 2025/Tommy Reilly Memorial Concert/古典與跨界半音階,半音階,國際演出人員/作曲者,https://www.facebook.com/TheSigmundGrovenPage,https://www.instagram.com/sigmundgroven/,,,,,https://sigmundgroven.com/,,Sigmund Groven harmonica WHF 2025 Tommy Reilly
157,Steve Baker,Steve Baker,個人,英國,德國/英國,WHF 2025/藍調十孔/作曲/教育/HOHNER artist,十孔/藍調口琴,國際演出人員/教育者/作曲者,https://www.facebook.com/stevebaker.harmonica,,https://www.youtube.com/stevebakerbluesharp,,,,https://www.stevebaker.de/,,Steve Baker blues harmonica WHF 2025
158,Deak Harp,Deak Harp,個人,美國,美國,WHF 2025/藍調十孔/Chicago blues/演出與教學,十孔/藍調口琴,國際演出人員,https://www.facebook.com/deak.harp/,https://www.instagram.com/deakharp/,https://www.youtube.com/@deakharp,,,,https://deakharp.com/,,Deak Harp blues harmonica WHF 2025
159,香港中華基督教青年會口琴樂團,Hong Kong Chinese YMCA Harmonica Orchestra,團體,香港,香港,香港口琴樂團/教育推廣/年度音樂會,口琴合奏,國際演出團體/教育來源,https://www.facebook.com/Chinese-YMCA-of-Hong-Kong-Harmonica-Orchestra-185471864816806/,,https://www.youtube.com/@chineseymcaofhongkongharmo9428,,,,https://ymcaho.org/wp/,,香港中華基督教青年會口琴樂團 Hong Kong Chinese YMCA Harmonica Orchestra HKCYMCA harmonica
160,香港國際半音階口琴大賽,International Chromatic Harmonica Competition Hong Kong,比賽/資訊入口,香港,香港,國際半音階口琴比賽/大師班/Open Stage/教育論壇,半音階,國際比賽來源,https://www.facebook.com/hkideas,,,,,,https://www.ichchk.com/,,香港國際半音階口琴大賽 International Chromatic Harmonica Competition Hong Kong ICHC
161,香港學校音樂節,Hong Kong Schools Music Festival,學校比賽/資訊入口,香港,香港,學校音樂節/口琴獨奏/二重奏/合奏/口琴隊,口琴/學生合奏,學生比賽來源,https://www.facebook.com/hksmsa/,https://www.instagram.com/hksmsa_official/,,,,,https://www.hksmsa.org.hk/en/78th-hong-kong-schools-music-festival-2026/,,香港學校音樂節 Hong Kong Schools Music Festival Harmonica Melodica Recorder
162,口琴愛好者協會（新加坡）,Harmonica Aficionados Society Singapore,協會,新加坡,新加坡,口琴協會/工作坊/音樂會/社群推廣,口琴,國際協會/資訊來源,https://www.facebook.com/HARMONICAMUSICLOVERS/,https://www.instagram.com/has_singapore/,,,,,,,口琴愛好者協會 新加坡 Harmonica Aficionados Society Singapore HAS Singapore
163,海南會館口琴樂團,HNHK Harmonica Orchestra,團體,新加坡,新加坡,會館口琴樂團/社區合奏/演出,口琴合奏,國際演出團體,https://www.facebook.com/HNHK.Harmonica.Orchestra/,https://www.instagram.com/hnhkharmonica/,https://www.youtube.com/@hnhkharmonica5296,,,,,,海南會館口琴樂團 HNHK Harmonica Orchestra Singapore community harmonica
164,新加坡青年節藝術展演（口琴）,Singapore Youth Festival Arts Presentation - Harmonica,學校比賽/資訊入口,新加坡,新加坡,官方學生藝術展演/口琴項目/SYF,口琴/學生合奏,學生比賽來源,https://www.facebook.com/sgyouthfest/,https://www.instagram.com/sgyouthfest/,,,,,https://www.syf.gov.sg/arts-presentation,,新加坡青年節藝術展演 Singapore Youth Festival Arts Presentation Harmonica SYF
165,馬來西亞口琴節,Malaysia Harmonica Festival,比賽/資訊入口,馬來西亞,馬來西亞/吉隆坡,馬來西亞口琴節/比賽/學生與樂團,口琴/重奏/合奏,國際活動來源,https://www.facebook.com/malaysiaharmonicafestival/,https://www.instagram.com/malaysia_harmonica_festival/,https://www.youtube.com/@malaysiaharmonicafestival5523,,,,,,Malaysia Harmonica Festival MYHF Malaysia Harmonica Competition
166,海明威口琴重奏團,The HummingWay Harmonica Ensemble,團體,馬來西亞,馬來西亞,馬來西亞口琴重奏/跨國音樂節/社群演出,口琴重奏/合奏,國際演出團體,https://www.facebook.com/TheHummingWay/,https://www.instagram.com/hummingwayharmonica/,https://www.youtube.com/@hummingwaythe9424,,,,,,海明威口琴重奏團 HummingWay Harmonica Ensemble Malaysia harmonica
167,第十五屆亞太口琴藝術週,15th Asia Pacific Harmonica Festival,國際活動/資訊入口,中國,中國/江蘇/無錫/江陰,2026/7/23-27/亞太口琴節30週年/比賽/音樂會/講座/大師班,半音階/複音/十孔/重奏/合奏,國際活動來源,,,,,,,https://www.aphfhx.com/information/newsDetail/361363469090992128,,第十五屆亞太口琴藝術週 Asia Pacific Harmonica Festival APHF 江陰 華西 中國口琴 2026
168,中國大眾音樂協會口琴專業委員會,China Popular Music Association Harmonica Professional Committee,協會/資訊入口,中國,中國/江蘇/無錫/江陰,全國口琴組織/普及教育與師資培訓/等級考試/教材出版/口琴節與賽事/會員教師樂團網絡,口琴,全國性協會/教育與考級機構/活動主辦與資訊來源,,,,,,,https://www.harmonica.org.cn/about.asp,,中國大眾音樂協會口琴專業委員會 China Popular Music Association Harmonica Professional Committee 口琴節 考級 教師 樂團
169,韓國口琴教育協會,Korea Harmonica Education Association,協會,韓國,韓國/首爾,口琴教育協會/SIHF/KHO/師資課程,半音階/複音/十孔/合奏,國際協會/資訊來源,,,https://www.youtube.com/@SIHF-uv5mk,,,,https://koreaharmonica.kr/,,韓國口琴教育協會 Korea Harmonica Education Association KHEA SIHF
170,首爾口琴管弦樂團,Seoul Harmonica Orchestra,團體,韓國,韓國/首爾,大型口琴管弦樂團/半音階/和弦/低音/定期公演/教育推廣,口琴管弦樂團,國際演出團體,,,https://www.youtube.com/@SeoulHarmonicaOrchestra,,,,https://gcfac.or.kr/performance/commonView?currRow=1&gcfac_menu_cd=U0007&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&seq_no=3630&serhDate=&serhPerforDisplay=&serhTitle=,,Seoul Harmonica Orchestra 首爾口琴管弦樂團 2025 regular concert
171,口琴保存與推廣協會 SPAH,Society for the Preservation and Advancement of the Harmonica,協會/活動,美國,美國/密蘇里,SPAH convention/教育/青年獎學金/社群俱樂部,口琴,國際協會/活動來源,https://www.facebook.com/SPAH63/,https://www.instagram.com/official_spah63/,https://www.youtube.com/channel/UCbJlie6bVGh8JhVCO-XLtsg,,,,https://spah.org/,,SPAH Society for the Preservation and Advancement of the Harmonica convention youth scholarships
172,英國口琴協會,HarmonicaUK,協會,英國,英國,英國口琴協會/festival/open mic/線上社群/青年會員,口琴,國際協會/資訊來源,https://www.facebook.com/groups/harmonicauk,https://www.instagram.com/harmonicauk_,https://www.youtube.com/@harmonicauk,https://www.twitter.com/harmonicauk,,,https://www.harmonica.uk/,,HarmonicaUK National Harmonica League British harmonica association
173,Spring Harp Fest,Spring Harp Fest,活動/資訊入口,美國,美國/加州/拉米薩,美國地方藍調口琴節/Jam/社群比賽與演出/2026年4月4日活動,十孔口琴/藍調口琴,國際音樂節/社群活動與演出來源,https://www.facebook.com/springharpfest/,https://www.instagram.com/springharpfest/,https://www.youtube.com/@springharpfest/,,,,https://springharpfest.org/,,Spring Harp Fest 2026 April 4 La Mesa blues harmonica festival jam
174,Yellow Pine Harmonica Festival,Yellow Pine Harmonica Festival,活動/資訊入口,美國,美國/愛達荷/Yellow Pine,戶外口琴音樂節/音樂演出、課程與示範/2026年7月30日至8月1日/社群與家庭活動,十孔口琴/藍調口琴/多類音樂,國際音樂節/課程示範與社群活動來源,https://www.facebook.com/YellowPineHarmonicaFestival/,https://instagram.com/yellowpinemusicfestival,,,,,https://www.yellowpinefestival.org/,,Yellow Pine Music Harmonica Festival Idaho 2026 July 30 31 August 1 classes demonstrations
175,德國 Harmonica/Harmonika 協會 DHV,Deutscher Harmonika-Verband e.V.,協會,德國,德國/特羅辛根,德國口琴與手風琴協會/Mundharmonika/研習/合奏教育,Mundharmonika/半音階/低音/和弦口琴,國際協會/資訊來源,,,,,,,https://www.dhv-ev.de/mundharmonika/,,Deutscher Harmonika-Verband DHV Mundharmonika Chromonica harmonica Germany
176,Hohner 音樂院（特羅辛根）,Hohner-Konservatorium Trossingen,教育機構,德國,德國/特羅辛根,Hohner/Trossingen/Harmonica Masters/青年與專業教育,Mundharmonika/口琴/手風琴,國際教育來源,https://www.facebook.com/Hohner-Konservatorium-Trossingen-1586512034959284/,https://www.instagram.com/hohnerkonservatorium/,https://www.youtube.com/user/HohnerKonservatorium,,,,https://www.hohner-konservatorium.de/,,Hohner-Konservatorium Trossingen Harmonica Masters Hohner harmonica education
177,Harmonica Masters 口琴大師工作坊,Harmonica Masters Workshops,工作坊/活動,德國,德國/特羅辛根,Trossingen口琴大師工作坊/演奏會/藍調與半音階課程,十孔/藍調口琴/半音階/爵士口琴,國際教育/活動來源,,,,,,,https://harmonica-masters.de/,,Harmonica Masters Workshops Trossingen blues harp chromatic harmonica
178,Harmonica FEN 口琴節與學院,Harmonica FEN Festival & Academy,活動/教育入口,德國,德國/柏林,柏林口琴節/Academy/演奏會/工作坊/Open Stage,口琴/半音階/十孔/跨界,國際活動/教育來源,https://www.facebook.com/harmonicafenfestival,https://www.instagram.com/harmonica_fen_festival/,https://www.youtube.com/channel/UCtti8XH0v4DgrgP7hz68bWw,,,,https://harmonica-fen-festival.com/,,Harmonica FEN Festival Academy Berlin harmonica
179,Mundharmonika-Live 口琴節,Mundharmonika-Live,活動/資訊入口,德國,德國/克林根塔爾,口琴節/藍調十孔/jam/短期工作坊/Seydel Open,十孔/藍調口琴/Mundharmonika,國際活動來源,,,,,,,https://mundharmonika-live.de/,,Mundharmonika-Live Klingenthal Mundharmonikafestival Seydel Open harmonica
180,巴西口琴論壇,Fórum Harmônicas Brasil,活動/文化平台,巴西,巴西/塞阿拉,巴西口琴論壇/音樂節/工作坊/訪談/線上節目,gaita/口琴,國際活動/文化來源,https://www.facebook.com/forumharmonicas/,https://www.instagram.com/harmonicasbrasil/,https://www.youtube.com/@ForumHarmonicas,,,,,,Fórum Harmônicas Brasil Forum Harmonicas Brasil harmonica gaita festival
181,庫里奇巴口琴樂團,Orquestra Harmônicas de Curitiba,團體,巴西,巴西/庫里奇巴,巴西口琴管弦樂團/長壽合奏團/地方文化,gaita/口琴合奏/口琴管弦樂團,國際演出團體,https://www.facebook.com/OHC2014/,https://www.instagram.com/orquestraharmonicas/,,,,,https://www.harmonicasdecuritiba.com.br/,,Orquestra Harmônicas de Curitiba OHC Curitiba Brazilian harmonica orchestra
182,布宜諾斯艾利斯口琴學校,Escuela de Armónica de Buenos Aires,學校/教學平台,阿根廷,阿根廷/布宜諾斯艾利斯/Chacarita,2018年由六位教師共同創立/個別與團體課程/全程度教學/工作坊與演出/維修客製/教材,十孔口琴/半音階口琴,國際教育來源/口琴維修與教材平台,https://www.facebook.com/escueladearmonicaba/,https://www.instagram.com/escueladearmonicaba/,https://www.youtube.com/channel/UCln6Hrzz1NHq8TX5ZSQzgJQ,,,,https://escueladearmonicaba.com/,,Escuela de Armónica de Buenos Aires 2018 Chacarita harmonica school Argentina lessons lutheria
183,EMPA 口琴課程,EMPA Escuela de Música Popular de Avellaneda Armónica,學校/正式課程,阿根廷,阿根廷/阿韋亞內達,公立流行音樂學校/正式口琴課程/爵士/探戈/民俗,半音階/十孔/armónica,國際教育來源,,https://www.instagram.com/empa.oficial/,,,,,https://www.empa.edu.ar/,,EMPA Escuela de Música Popular de Avellaneda Armónica harmonica Argentina
184,蔡明勳,Ming-Hsun Tsai,個人,臺灣,臺灣,低音口琴/重奏/演出/音控,低音口琴/重奏,演出人員/音控,https://www.facebook.com/MingHsunTsai830618/,https://www.instagram.com/minnie.o6i8/,https://www.youtube.com/@minghsunTsai,,https://www.threads.net/@minnie.o6i8,,,口琴,蔡明勳 Ming-Hsun Tsai 低音口琴 The Duet Judy's Harmonica Ensemble
185,銘傳大學銘心口琴社,MCU Ming Xin Harmonica Club,學校社團,臺灣,臺灣,銘傳大學口琴社/成果發表/校園演出,口琴,學校社團,https://www.facebook.com/MCUMingXin/,https://www.instagram.com/mcuhc/,https://www.youtube.com/channel/UCXcRJsu6ecMnDpd5d4DI4aQ,,,,https://club.mcu.edu.tw/hc/zh-hant/node/1,,銘傳大學銘心口琴社 銘傳口琴社 MCU Ming Xin MCU Harmonica 口琴社
186,中一中口琴社,TCFSH Harmonica,學校社團,臺灣,臺灣/臺中,臺中一中/學校社團/臺中,口琴,學校社團,https://www.facebook.com/tcfsh.harmonica/,https://www.instagram.com/tcfsh_harmonica/,https://www.youtube.com/@%E5%8F%A3%E7%90%B4%E4%B9%8B%E7%8B%BC,,,,,,中一中口琴社 TCFSH Harmonica 口琴社
187,中山醫藍韻口琴社,CSMU Blue Melody,學校社團,臺灣,臺灣/臺中,中山醫學大學/學校社團/臺中,口琴,學校社團,https://www.facebook.com/BMHarmonica/,https://www.instagram.com/csmu_bluemelody/,https://www.youtube.com/@%E4%B8%AD%E5%B1%B1%E9%86%AB%E5%AD%B8%E5%A4%A7%E5%AD%B8%E8%97%8D%E9%9F%BB%E5%8F%A3%E7%90%B4,,https://www.threads.net/@csmu_bluemelody,,https://powerup.csmu.edu.tw/Act/act_Info/c75b7f5a-53e4-4bf9-b3d9-5af47d787fba,,中山醫藍韻口琴社 CSMU Blue Melody 口琴社
188,臺中科大口琴社,NUTC Harmonica,學校社團,臺灣,臺灣/臺中,國立臺中科技大學/學校社團/臺中,口琴,學校社團,https://www.facebook.com/nutcharmonica/,https://www.instagram.com/nutc_harmonica/,https://www.youtube.com/@nutc_harmonica,,,,https://student.nutc.edu.tw/p/404-1020-114848.php,,臺中科大口琴社 NUTC Harmonica 口琴社
189,逢甲口琴社,FCU Harmonica,學校社團,臺灣,臺灣/臺中,逢甲大學/學校社團/臺中,口琴,學校社團,https://www.facebook.com/FCUharmonica/,https://www.instagram.com/fcu_harmonica/,https://www.youtube.com/@fengchiaharmonicaclub7692,,,,,,逢甲口琴社 FCU Harmonica 口琴社
190,師大口琴研究社,NTNU Harmonica Club,學校社團,臺灣,臺灣/臺北,國立臺灣師範大學/學校社團/臺北,口琴,學校社團,https://www.facebook.com/ntnuharmonicaclub/,https://www.instagram.com/ntnu_harmonica_club/,,,,,https://ap.itc.ntnu.edu.tw/club/Club_ActivityStdtCtrl?Action=Page1BS&Year=2025&Month=9&Id1=IBt7Len-cNCtRC3YEoLncPL-aqe-g&GoToDay=7,,師大口琴研究社 NTNU Harmonica Club 口琴社
191,師大附中舒馨口琴社,HSNU Cozy Harmonica,學校社團,臺灣,臺灣/臺北,師大附中/學校社團/臺北,口琴,學校社團,https://www.facebook.com/HSNUCOZY/,https://www.instagram.com/cozy_harmonica_60th/,https://www.youtube.com/channel/UCTd9aZdWomWZtieKMKmxDlA,,https://www.threads.net/@cozy_harmonica_60th,,https://sites.google.com/view/hsnuchc/%E9%A6%96%E9%A0%81,,師大附中舒馨口琴社 HSNU Cozy Harmonica 口琴社
